220
165	1.810539	6.508902	6.270797
166	1.818842	6.394951	6.36646
167	1.745756	6.507264	6.184386
168	1.780727	6.590903	6.332005
169	1.910586	6.527087	6.244894
170	1.71557	6.370625	6.376688
171	1.879161	6.33095	6.302051
172	1.869014	6.422449	6.4639
173	3.438622	8.004134	3.958296
174	3.481815	7.852983	3.939471
175	3.529748	8.057461	3.984869
176	3.386546	8.03857	3.863993
177	3.37954	8.013314	4.049088
178	3.553545	7.856663	3.858868
179	3.532816	7.82729	4.029362
180	3.402095	7.783711	3.921067
181	3.408909	1.785755	2.654114
182	3.552076	1.846382	2.663507
183	3.365345	1.768141	2.755601
184	3.346178	1.870127	2.621295
185	3.399901	1.699023	2.58433
186	3.610713	1.791646	2.741911
187	3.601319	1.85263	2.563761
188	3.546113	1.94741	2.69811
189	2.52688	1.884386	7.054717
190	2.6448	1.982655	7.041804
191	2.529419	1.852163	7.163694
192	2.545814	1.797781	6.988232
193	2.434661	1.934089	7.03431
194	2.665395	1.996114	6.936179
195	2.726844	1.930248	7.094837
196	2.614245	2.075557	7.079968
197	4.649576	6.176077	7.394773
198	4.615206	6.287818	7.291567
199	4.576796	6.172196	7.469095
200	4.750511	6.189801	7.435574
201	4.649776	6.086575	7.33216
202	4.592634	6.382779	7.34084
203	4.526615	6.254345	7.245035
204	4.693965	6.303059	7.214952
205	3.792114	0.238587	1.469274
206	3.747671	0.275108	1.611783
207	3.799824	0.136106	1.453152
208	3.704425	0.277554	1.404069
209	3.890218	0.289889	1.454569
210	3.825047	0.264109	1.688218
211	3.729942	0.378748	1.602402
212	3.652476	0.219262	1.642171
213	5.192998	1.485167	3.279099
214	5.339626	1.436471	3.288085
215	5.138747	1.417675	3.217822
216	5.145596	1.500317	3.379462
217	5.189805	1.585286	3.238406
218	5.36486	1.405104	3.190547
219	5.413956	1.519876	3.318302
220	5.341129	1.353923	3.359057
1	1.020922	-0.097546	0.431894
2	-0.968736	-0.865171	0.446717
3	-0.128817	-0.004974	0.559466
4	0.484948	0.232039	0.4064
5	0.16604	2.758078	1.644608
6	-2.606492	-3.01014	-1.271494
7	0.473914	-0.757844	1.185605
8	-1.432153	-0.751036	-0.113619
9	-0.098226	-2.071206	2.917372
10	-0.713906	-0.063876	0.528663
11	2.678977	0.345261	-1.618043
12	1.725984	-1.114713	-1.09481
13	-0.672055	1.412319	-0.338845
14	2.600059	1.708848	0.68737
15	-0.794495	-0.402721	0.617167
16	-0.375607	-0.643626	-0.369883
17	0.04503	0.30755	0.35068
18	-0.342187	0.02635	-0.416423
19	0.314727	-1.278288	-0.314398
20	0.188015	0.918863	-0.238714
21	0.481225	0.382665	1.258235
22	0.333322	2.436614	-2.438033
23	-0.084276	-0.191373	0.18016
24	0.472423	1.969729	-2.017344
25	1.23048	4.106368	-2.22318
26	0.895453	-0.848271	1.669903
27	0.138669	0.707988	0.594854
28	0.096705	-1.331701	-2.510767
29	-0.879271	-0.646846	0.189649
30	-0.947078	0.18901	-0.110863
31	0.081869	0.264972	0.532587
32	-0.115758	-0.388258	0.909834
33	-0.287799	-0.724434	-2.091144
34	1.027239	-2.779305	-1.127723
35	-2.742584	2.619112	-0.925051
36	-2.217222	0.763149	1.828711
37	2.916059	2.06047	-1.521524
38	2.308244	1.194301	-2.27979
39	1.415962	1.960011	-1.964202
40	-3.187965	0.958191	1.839675
41	-3.26045	0.842422	1.291919
42	-1.810704	-1.174338	1.932662
43	1.010852	-0.907559	0.299495
44	0.154023	-0.827653	-0.171097
45	0.612108	-0.344422	-0.116575
46	0.440859	-0.266536	0.131723
47	0.517573	-1.129305	-2.584117
48	-0.88628	0.210289	-0.28036
49	0.328929	-1.67665	2.309518
50	-1.140958	-1.649419	0.878463
51	0.750548	1.893439	-0.330809
52	-1.43505	-0.447215	1.311145
53	0.853155	2.534891	-1.881499
54	-0.025163	0.069923	0.614236
55	2.781912	-4.10795	0.115265
56	2.058265	-0.724675	0.369761
57	-0.309449	0.001279	-0.148608
58	-0.474614	0.05202	0.043622
59	-0.116251	0.229475	-1.115485
60	0.338827	0.090086	0.653362
61	1.041897	-0.792638	1.502662
62	1.150668	0.294666	-1.222456
63	-0.921395	-1.760601	0.64937
64	-0.6149	0.019418	-0.468731
65	-1.043576	-1.721298	1.320529
66	1.638094	-0.449967	0.652357
67	-3.323301	-0.216987	0.304112
68	1.884992	0.138885	0.605025
69	-2.548823	-1.059745	0.796918
70	1.698063	0.324595	-1.447753
71	0.188673	-0.087112	0.016899
72	0.101568	0.478665	-0.360413
73	-0.93498	-0.825865	-0.619234
74	-0.360714	-0.607212	-0.130651
75	1.464164	0.239456	0.382762
76	0.714742	-1.872282	2.045281
77	0.27758	2.232363	-2.67548
78	-0.661083	3.554767	1.566363
79	0.386052	0.589588	-2.072496
80	0.060523	4.448101	-0.945605
81	-0.872228	1.751706	-0.027332
82	1.560906	1.091977	-0.79636
83	1.004884	-0.89745	-0.439052
84	-0.103589	-1.985918	-0.68341
85	-0.168746	0.234818	0.954637
86	-0.051982	-0.311976	-0.405619
87	1.043302	-0.632519	-0.180009
88	0.005493	0.517871	0.446038
89	-0.958473	1.220277	-1.293144
90	-0.861243	-1.472991	-1.271789
91	-2.63152	1.182443	-1.015199
92	-2.137639	-1.735456	2.099264
93	1.040683	1.216332	-0.860467
94	0.161944	1.133486	-1.815206
95	1.488325	-2.194346	-0.61981
96	1.32148	-0.519566	-1.573279
97	-1.880917	2.397338	1.482266
98	-1.910169	-0.04967	-0.99936
99	0.086139	-0.209157	0.963409
100	-0.015111	-0.660208	-0.384457
101	0.08623	0.170442	-0.11111
102	0.062742	0.568948	0.137026
103	1.462944	-1.917616	1.044909
104	-0.554562	-0.986454	0.583901
105	-3.596192	-0.687178	4.118709
106	-1.204795	-0.328901	-1.42721
107	1.837329	0.093655	0.339025
108	-2.326867	-4.936769	1.954942
109	2.309631	-2.605894	2.073989
110	2.509034	-0.15192	-2.751717
111	0.999417	1.287007	1.675673
112	1.681963	1.0097	-1.760921
113	-0.445629	0.066949	0.553259
114	-0.196142	0.655739	0.103939
115	0.327494	-0.142218	0.283401
116	0.642226	-0.174118	-0.82467
117	0.176737	-0.834677	1.699395
118	-2.875597	1.768456	-1.255923
119	-0.33766	-1.827315	2.845028
120	-1.000846	-2.300469	-0.948726
121	1.764244	-3.094552	1.333289
122	1.119565	-0.632968	-0.943416
123	-2.193262	-2.693326	0.247756
124	-1.556775	-0.221748	1.908844
125	-0.330141	0.929616	1.298208
126	0.848954	-1.132293	-0.04553
127	-1.150849	-0.151105	-0.185664
128	-0.272459	-0.562523	0.368744
129	0.220462	-0.252297	-0.586476
130	0.042448	-0.413415	-0.004895
131	-0.620341	1.950118	-2.022048
132	-0.557623	0.963668	-4.748716
133	0.961673	1.150988	0.426275
134	2.488577	0.233908	-0.243981
135	2.896516	-0.21117	0.898858
136	-0.226504	-1.889894	0.300219
137	-0.549293	0.231731	0.249298
138	-1.813058	-0.83836	-0.179754
139	-2.251518	-1.001084	2.789894
140	0.356361	0.442598	3.249129
141	-0.515954	0.194529	0.423992
142	0.92451	0.327367	-0.517529
143	-0.842308	0.964916	-2.13764
144	0.515148	1.235176	0.953801
145	3.141096	0.86187	-1.720941
146	0.578218	-0.394867	0.836313
147	2.290043	1.448491	1.293348
148	2.93451	0.867724	1.632042
149	-0.631366	-0.558924	0.03823
150	0.425106	0.750239	0.17742
151	-1.647135	3.483735	0.784117
152	-0.779821	2.051368	-3.020609
153	-0.245459	-0.395086	-2.846281
154	-0.759191	-2.592456	1.534069
155	1.398241	2.404589	-0.842092
156	-0.492367	0.643267	-0.18868
157	0.054463	-0.172632	-0.62041
158	-0.116798	-0.701885	0.352422
159	2.042591	-1.020568	4.201472
160	-0.672029	0.638622	-0.06668
161	-3.130827	1.07455	0.11373
162	-0.351225	-0.506187	-1.783255
163	-3.400306	-0.676892	3.708015
164	0.17698	0.002994	0.858803
165	0.28826	0.449835	0.854682
166	-0.511098	0.18508	0.595989
167	1.516288	2.77033	-4.071413
168	1.365624	-0.611935	-0.016767
169	-1.486221	1.341465	-4.166621
170	1.192257	3.784833	-1.936535
171	-3.22092	0.430756	-3.703946
172	1.078175	-2.296792	-0.459683
173	0.602564	0.111191	0.323157
174	-0.249982	-0.574443	-0.207855
175	0.990087	1.088958	0.479074
176	1.510655	-0.601399	0.495946
177	-1.116198	-0.853314	0.725738
178	-0.440355	-1.948406	0.855776
179	2.17947	0.355543	-0.677334
180	1.668328	1.874954	-2.328437
181	0.938525	0.080675	-0.131581
182	0.678997	-0.090207	0.015408
183	1.320211	2.50639	-1.801402
184	1.512015	-1.903901	-0.212933
185	-0.495526	-0.163954	0.877498
186	-3.819417	-1.596059	0.866067
187	2.205729	2.581424	0.782585
188	2.073689	-0.830097	1.964892
189	-0.552257	0.381276	0.201271
190	-0.199204	-0.468957	-0.191354
191	0.592281	0.784913	2.809751
192	1.178577	-0.427662	-1.55858
193	-2.520791	1.971779	0.189831
194	3.658282	-1.480159	-1.257027
195	0.076998	0.597358	0.147445
196	-3.114459	-0.638435	1.400474
197	0.496623	0.137226	0.435651
198	-0.293436	0.072175	-0.512743
199	-2.383514	-1.134564	-0.133159
200	-1.696267	1.290733	0.121619
201	-0.066698	-0.942042	1.426154
202	2.643975	2.04264	0.357103
203	-2.485001	0.059043	1.475538
204	0.281821	-0.764365	-0.610121
205	-0.153377	0.583378	-0.007835
206	0.550957	-0.056301	0.209454
207	0.77672	1.370437	-1.17561
208	-1.270215	0.221577	-1.818036
209	2.890425	0.969059	-0.221001
210	-2.388759	-1.496277	2.351859
211	0.536834	0.319457	-1.090701
212	-2.079	-3.150889	0.498132
213	0.26172	0.077199	-0.255277
214	-0.213095	0.875735	-0.142928
215	1.314171	2.933506	-1.035839
216	-0.66747	2.472787	-1.795015
217	-0.538884	-0.437593	1.814704
218	0.098811	-3.589247	2.666509
219	0.646107	-1.302108	-1.146589
220	0.087959	1.140691	2.650165
